PG1,PG2,PG3,PG5,VM4,VM1,VM5,VM3,PD1,PD2,PD3,Feas
0.35149578863458963,1.4496592536085027,5.196694458949499,0.05271736048961983,0.9021925685066023,0.920165166950232,0.9128863392993503,0.9269372326935343,2.6848484848484846,2.9515151515151516,3.3454545454545457,1.0
0.3854251947712504,1.5062900015628566,5.192320618431027,0.02471528779442982,0.9476252681359042,0.9726026591008072,0.980887215941756,0.9631624268151322,2.6848484848484846,2.9515151515151516,3.3454545454545457,1.0
0.38824878575999694,1.4800788133140894,5.128850813178986,0.008058607540808288,0.9510274554969603,0.9532446900005116,0.9630748177891008,0.963765192864931,2.6848484848484846,2.9515151515151516,3.3454545454545457,1.0
0.3902394349430318,1.5165226768108095,5.113196066580624,0.002824582671391662,0.9725522065446732,0.9631359218766277,0.9651089384501476,0.9922062351415272,2.6848484848484846,2.9515151515151516,3.3454545454545457,1.0
0.32873515530652003,1.5164466144029463,5.135385043866421,0.04961241514396465,0.9608794312480453,0.9700501092268747,0.9746042402418773,0.9732509912831203,2.6848484848484846,2.9515151515151516,3.3454545454545457,1.0
0.3131738099863328,1.5677788543749531,5.15315578924799,0.13356645915225857,0.9490146535994389,0.9495156867275301,0.9345035300291673,0.9822622875397339,2.6848484848484846,2.9515151515151516,3.3454545454545457,1.0
0.29415956598629867,1.5769848432032127,5.160471873560637,0.12198816282865542,0.9429942585274989,0.9454572418448429,0.9428541397664453,0.9494797293603385,2.6848484848484846,2.9515151515151516,3.3454545454545457,1.0
0.30155995996140794,1.5614280520068495,5.1619354820996755,0.08369566605594976,0.9240351383738108,0.959710587422248,0.9607934549957436,0.9406344471639516,2.6848484848484846,2.9515151515151516,3.3454545454545457,1.0
0.2908672679709198,1.4800635444315617,5.153483821315457,0.10170808183956764,0.9122264122670737,0.9412960643446637,0.936486127297978,0.9486397674811885,2.6848484848484846,2.9515151515151516,3.3454545454545457,1.0
0.2933953795272513,1.4797202804574958,5.155542367292427,0.1002575247356218,0.9124042832337872,0.9409000056744319,0.9356005230412275,0.9504344229698627,2.6848484848484846,2.9515151515151516,3.3454545454545457,1.0
0.36232285276772574,1.50705000841451,5.1646602295611626,0.12788646528922457,0.9546256558646966,0.9950644326295943,1.0010818317481507,0.9541769724735024,2.6848484848484846,2.9515151515151516,3.3454545454545457,1.0
0.36357962759382145,1.5640104249072835,5.12356126584541,0.1077214801532665,0.9756718019397066,0.9983303845603727,0.9897020307621899,1.0231829751594808,2.6848484848484846,2.9515151515151516,3.3454545454545457,1.0
0.38680647473885615,1.6027077648971797,5.09293820543132,0.07280729382524131,0.9939874751013343,1.0360540150802375,1.0444583391106017,0.9844693892316261,2.6848484848484846,2.9515151515151516,3.3454545454545457,1.0
0.3857388064379522,1.5989716932177427,5.092983395761757,0.07907726774008816,0.9953432965481654,1.037639178702138,1.0462774860355473,0.9850277684763491,2.6848484848484846,2.9515151515151516,3.3454545454545457,1.0
0.36008262053355644,1.593498013489491,5.137397268146695,0.13795232145646139,0.9897345167461234,1.0190984743630143,1.036899306153287,0.9074165839271928,2.6848484848484846,2.9515151515151516,3.3454545454545457,1.0
0.3590581258155148,1.5865882414648362,5.140065278873014,0.13797713503644632,0.9872178368867185,1.0182499364754503,1.0357802192300163,0.9042678417268453,2.6848484848484846,2.9515151515151516,3.3454545454545457,1.0
0.3481744792689269,1.5717407908482015,5.176242665834609,0.1686189813449723,1.0625613974438746,1.0877048044816917,1.100000007905865,0.9937838167928069,2.6848484848484846,2.9515151515151516,3.3454545454545457,1.0
0.36299818638501224,1.684483642679671,5.1812050707557535,0.1106162541439245,1.0399396777683492,1.0782209809290264,1.0843873587626833,1.0370808843887787,2.6848484848484846,2.9515151515151516,3.3454545454545457,1.0
0.3774667742818461,1.6052490050037016,5.1373828943811395,0.16587088668414812,1.0381507725291217,1.0633758573252043,1.058443797506032,1.0722089297975352,2.6848484848484846,2.9515151515151516,3.3454545454545457,1.0
