PG1,PG2,PG3,PG5,VM4,VM1,VM5,VM3,PD1,PD2,PD3,Feas
0.3993016859924674,1.6935226877543383,5.177156167240087,0.6999178357879003,0.9593993184059775,0.9993622917143746,1.0203442993940732,0.9636553646480279,2.9203563517385454,3.0,4.0,1.0
0.39174946002510697,1.6846917086571576,5.19999835026434,0.7223012269848819,0.9581785883099735,1.0024693731225234,1.0218122593193122,0.9557743115668899,2.9487223015570905,3.0,4.0,1.0
0.3104345310318923,1.6871085504365915,5.136324988880059,0.8845371657172338,1.022283229920108,1.052008809192073,1.072534243216071,0.9442036473733479,2.860398538825307,3.0,4.0,1.0
0.3002881014175249,1.6640479121279181,5.199865907387165,0.8307682855633525,1.0280818674842396,1.0578157737292087,1.075066227731443,0.9613591980902194,2.8563536327639585,3.0,4.0,1.0
0.34536668254602704,1.6798929566472933,5.175699734526885,0.8123550591458522,1.003070535083635,1.0448311284983127,1.0613849463598217,0.9405742515417999,2.9087154166813716,3.0,4.0,1.0
0.40000000125818874,1.6802446624098117,5.114262320164233,0.7099437754957427,0.9541730504933358,0.9933415143111117,1.0138467352593596,0.9227046818422519,2.863481452143883,3.0,4.0,1.0
0.387422742403573,1.6719642074883405,5.1678746845596955,0.7387573566105811,0.979695029944778,1.0344064702392965,1.0484547542787164,0.9551969192364529,2.8529041445899854,3.0,4.0,1.0
0.3627726422037243,1.666945475512246,5.1663883935891635,0.7532062378648314,0.9964695062179958,1.0475953944219893,1.061920175203436,0.9724650424356887,2.9086641741451205,3.0,4.0,1.0
0.35815284486032734,1.6673288278965468,5.164045339252744,0.7521034217314558,1.011732327484564,1.0562107995150847,1.067673360927337,0.9785040321340608,2.9003726121533195,3.0,4.0,1.0
0.34858820523175266,1.687602371054244,5.151035327105405,0.8334991851594821,1.006347809398643,0.9999333548228757,0.9938253689605497,1.0268109373425076,2.9638043754001018,3.0,4.0,1.0
0.29708215271153965,1.6774184604021765,5.047972505284681,0.8498974878432929,0.9887225385986892,0.9873647619228697,0.9838623679938829,1.002000491425585,2.8618006155856004,3.0,4.0,1.0
0.33147783920432344,1.6791133880120954,5.045880478199941,0.8960379056045334,0.9886600503799817,1.0063989862848872,0.9968379053043694,1.0322091506239006,2.877325172528752,3.0,4.0,1.0
0.35642275450292227,1.6755467170677762,5.069298511075052,0.908139704787715,1.018007415767291,1.0257956811077735,1.0331003105405685,1.0565841091787471,2.8595479303664884,3.0,4.0,1.0
0.339446375644166,1.6635009846912003,4.978350497135775,0.9050296455387847,1.0380470844092278,1.0503475744503867,1.0499615981817183,1.0806314208644983,2.8703521491324415,3.0,4.0,1.0
0.33296824248221707,1.6737892367372782,4.975738353805631,0.8925413029473241,1.0528192365277336,1.0544809844198473,1.0414047256901509,1.0561075111740927,2.864040614443981,3.0,4.0,1.0
0.35833633724129593,1.6691793984342351,4.977733863283439,0.9095896252197545,1.0134274726342287,1.0347557980272462,1.0235449636877416,1.052940090626284,2.896539851495765,3.0,4.0,1.0
0.3931990826805597,1.6524332402290953,4.910868841852131,1.027920401296354,1.0779011837939692,1.0886503103534655,1.081039804438304,1.097445503787987,2.853805110231779,3.0,4.0,1.0
0.376902023824326,1.699997923716395,4.823837443414511,1.047466718906154,0.982508995928431,1.021991009243129,1.040628309584788,0.9140448002882097,2.8517609044414978,3.0,4.0,1.0
0.3643147411352689,1.698321130762498,4.770665675478664,1.073916797589741,0.9505233768459974,0.964101536733299,0.9863296472028479,0.9168111955838836,2.8560408557249217,3.0,4.0,1.0
0.3492479322444757,1.6275850345243181,4.7485824368513265,1.2011028486424113,0.9038595687558835,0.9284630425226311,0.9481685537915436,0.9330180334345755,2.8879844213589174,3.0,4.0,1.0
