PG1,PG2,PG3,PG5,VM4,VM1,VM5,VM3,PD1,PD2,PD3,Feas,damping,distance
0.22601200002614072,1.5768942829457542,5.097437517851075,1.1324580266423607,1.0078502470513393,1.05007011821767,1.059709900503651,0.9941679869550814,2.9410588472094013,3.0,4.0,1.0,0.053014073734103655,-0.019954012645504577
0.2699285574273037,1.5607544556789745,5.102436889746419,1.1169618373012984,1.0080299420958558,1.0442280766554997,1.0361711288414512,1.0516231554077715,2.899393731858612,3.0,4.0,1.0,0.05344021517098529,-0.019953723076824758
0.37626631070485306,1.4599532472759646,5.116362218032485,1.0175848373327265,0.9836977207519318,1.0059171150370456,0.9934533611521551,1.0204144932114736,2.9685818864172506,3.0,4.0,1.0,0.056053098120235,-0.019954705004226202
0.3864280760823657,1.4684788278492282,5.123717955879076,1.0169602707908967,0.97805512351436,1.0220583578530749,1.0236167960472957,0.9810160830960288,2.9652797168827147,3.0,4.0,1.0,0.05583156698272521,-0.019954669937153
0.3194469997203635,1.531235099145953,5.0930088207572455,1.028052104038358,1.0040352540478787,1.0520717642936612,1.06636001989309,0.9752997583206232,2.9196979157214717,3.0,4.0,1.0,0.05399147539252496,-0.01995453790695446
0.3168615410625021,1.4832820937589972,5.0804951600595984,1.071046078449834,0.9777744368734209,1.0225409848426315,1.0276004777082217,0.989972324658741,2.936578015754263,3.0,4.0,1.0,0.05531711405249949,-0.019954229946820713
0.29626399894814276,1.5061485724231263,5.1157076988326775,1.1521908838850978,0.9580715816927766,1.0117555530343556,1.0204426307471322,0.9415464156721702,2.956387703635388,3.0,4.0,1.0,0.05488299399924287,-0.01995332316821713
0.30195970035055236,1.394233077048555,5.077062709731017,1.1447162490000276,0.9435385276642243,0.9850370389988363,0.9906239622662186,0.9614401119072544,2.8933331910022355,3.0,4.0,1.0,0.05668854758293352,-0.01995344018756196
0.3772517907658086,1.3693264138440655,4.931064884994752,1.4015625330280252,1.0201603822546836,1.0563806727150207,1.0605898874546458,1.0260065596452983,2.8914004656904395,3.0,4.0,1.0,0.05380128666612979,-0.02
0.3796586774505448,1.491092484296414,4.821287807971451,1.302973594914891,1.0034608606146507,1.0294124061377823,1.0169285833836361,1.0487871349912268,2.960729697338301,3.0,4.0,1.0,0.05338098529244409,-0.02
0.3294090667916225,1.4351763547860363,4.873998713972712,1.3098970546479558,1.0430931850328242,1.059181204850543,1.0643249293035422,1.0085877839603319,2.940657374027211,3.0,4.0,1.0,0.05371829965816908,-0.02
0.3727168279069227,1.6946564684351668,4.75290032768226,1.0911165234119278,0.9533743701824008,0.9615486292751734,0.9868366019580818,0.909367628061344,2.877087059543452,3.0,4.0,1.0,0.05050051922678135,-0.01995332068255014
0.2122177012457015,1.6841533748362236,5.085538223428317,0.9693275766704492,1.0067499041924042,1.0243370584911462,1.0457437061689712,1.0178624726991496,2.9370119535324566,3.0,4.0,1.0,0.050241794468292515,-0.01995541993430751
