PG2,PG3,PG4,PG5,PG6,VM8,VM1,VM11,VM2,VM13,VM5,PD1,PD2,PD3,PD4,PD5,PD6,PD7,PD8,PD9,PD10,PD11,PD12,PD13,PD14,PD15,PD16,PD17,PD18,PD19,PD20,PD21,Feas
0.7509914662476073,0.4635542475113483,0.2731514219622488,0.2915188142629764,0.36539790620270646,1.0247737841050713,1.0461145877471483,1.011318186506908,1.0474987949865244,0.9577110788558559,0.9767104754150709,0.217,0.024,0.076,0.9498166395440446,0.228,0.3,0.057999999999999996,0.11199999999999999,0.062,0.08199999999999999,0.035,0.09,0.032,0.095,0.022000000000000002,0.175,0.032,0.087,0.035,0.024,0.106,1.0
0.7385456394085388,0.4610577978905078,0.2657131704553385,0.29732734523767257,0.36972506901942415,1.0143370103982716,1.0500000028702894,1.00926718511704,1.0311033130646547,0.9606182313000463,0.9583777100017271,0.217,0.024,0.076,0.9468025407508561,0.228,0.3,0.057999999999999996,0.11199999999999999,0.062,0.08199999999999999,0.035,0.09,0.032,0.095,0.022000000000000002,0.175,0.032,0.087,0.035,0.024,0.106,1.0
0.7544772426062926,0.4558793430628983,0.2645228973882446,0.2794809335173599,0.3398072673657954,1.015736977925207,1.0500000032070045,1.0241630379041626,1.0476637178246782,0.9642543696872884,0.9675456810461253,0.217,0.024,0.076,0.9314756905520003,0.228,0.3,0.057999999999999996,0.11199999999999999,0.062,0.08199999999999999,0.035,0.09,0.032,0.095,0.022000000000000002,0.175,0.032,0.087,0.035,0.024,0.106,1.0
0.7740736148955907,0.4205935346313066,0.18922533402961272,0.2401064112698869,0.37211203679147825,1.0014452299856655,1.0156333840466545,1.0059499039622952,1.0090646163407495,1.0339659616462538,0.9717431281837325,0.217,0.024,0.076,0.9849873706876829,0.228,0.3,0.057999999999999996,0.11199999999999999,0.062,0.08199999999999999,0.035,0.09,0.032,0.095,0.022000000000000002,0.175,0.032,0.087,0.035,0.024,0.106,1.0
0.789994370215418,0.4171759285379084,0.17793062141109742,0.2713330143299622,0.3691069604968954,1.000837902593029,1.0500000075971638,1.0213220024405545,1.01976001913045,1.0160557830399035,0.9859740503404504,0.217,0.024,0.076,0.9706097220451912,0.228,0.3,0.057999999999999996,0.11199999999999999,0.062,0.08199999999999999,0.035,0.09,0.032,0.095,0.022000000000000002,0.175,0.032,0.087,0.035,0.024,0.106,1.0
0.7658233203298032,0.41278376796419075,0.23007336374611323,0.2912203860080735,0.3340181124398681,0.9916834442846705,1.049145559905842,1.0213721318215172,1.0138083762588506,1.0313134845341128,0.9888549731848191,0.217,0.024,0.076,0.9463175119415264,0.228,0.3,0.057999999999999996,0.11199999999999999,0.062,0.08199999999999999,0.035,0.09,0.032,0.095,0.022000000000000002,0.175,0.032,0.087,0.035,0.024,0.106,1.0
0.6727306981733682,0.4484040904516695,0.25180220870216097,0.29756897358476564,0.3427549744100368,1.0155818497607916,1.0500000030345844,0.9855780118864795,1.048289109481185,0.9970945264590216,0.9637857792145774,0.217,0.024,0.076,0.9754518270262366,0.228,0.3,0.057999999999999996,0.11199999999999999,0.062,0.08199999999999999,0.035,0.09,0.032,0.095,0.022000000000000002,0.175,0.032,0.087,0.035,0.024,0.106,1.0
0.7091368715728936,0.38975275974416623,0.13418695012004114,0.23976323046889786,0.3825969554010149,0.9949243841557511,1.050000007591539,1.0305239823767653,1.0329700522419838,1.0333391537865588,0.9708855408369286,0.217,0.024,0.076,0.974660634136916,0.228,0.3,0.057999999999999996,0.11199999999999999,0.062,0.08199999999999999,0.035,0.09,0.032,0.095,0.022000000000000002,0.175,0.032,0.087,0.035,0.024,0.106,1.0
0.7679564747914575,0.4100777789323026,0.11180816684187014,0.26501829546677275,0.26665308321669945,1.0268541418566268,1.050000003238935,1.0436272710520722,1.0321641282885297,1.0034105916700107,0.9973452993082039,0.217,0.024,0.076,0.9056305632339063,0.228,0.3,0.057999999999999996,0.11199999999999999,0.062,0.08199999999999999,0.035,0.09,0.032,0.095,0.022000000000000002,0.175,0.032,0.087,0.035,0.024,0.106,1.0
0.7698353609432431,0.43436362932996553,0.12020600612501284,0.27940351294339666,0.27645052907974643,1.0337085139516156,1.0500000075593228,1.0439051077562813,1.0465832280175944,1.0406863894375433,1.0365533610631668,0.217,0.024,0.076,0.9733049741875126,0.228,0.3,0.057999999999999996,0.11199999999999999,0.062,0.08199999999999999,0.035,0.09,0.032,0.095,0.022000000000000002,0.175,0.032,0.087,0.035,0.024,0.106,1.0
