Volumes,elapsed,HP,sampling,memory,init_feas,pvpq_feas,correct_feas
3.241690830423337e-10,1624.0440347,526.5416441,1054.6527261,23069342216,254,133,610
2.3247096768811449e-10,1624.0440347,526.5416441,1054.6527261,23069342216,254,133,610
9.758595166115892e-11,1624.0440347,526.5416441,1054.6527261,23069342216,254,133,610
9.154234812815889e-11,1624.0440347,526.5416441,1054.6527261,23069342216,254,133,610
7.881099927327222e-11,1624.0440347,526.5416441,1054.6527261,23069342216,254,133,610
3.5238482441723916e-11,1624.0440347,526.5416441,1054.6527261,23069342216,254,133,610
2.4102362389254862e-11,1624.0440347,526.5416441,1054.6527261,23069342216,254,133,610
1.6558535073043376e-11,1624.0440347,526.5416441,1054.6527261,23069342216,254,133,610
1.636920610438105e-11,1624.0440347,526.5416441,1054.6527261,23069342216,254,133,610
1.649879311870586e-11,1624.0440347,526.5416441,1054.6527261,23069342216,254,133,610
1.4032837046348051e-11,1624.0440347,526.5416441,1054.6527261,23069342216,254,133,610
1.3830287027782866e-11,1624.0440347,526.5416441,1054.6527261,23069342216,254,133,610
1.3937467390163437e-11,1624.0440347,526.5416441,1054.6527261,23069342216,254,133,610
1.3856681873725038e-11,1624.0440347,526.5416441,1054.6527261,23069342216,254,133,610
1.2968548525435488e-11,1624.0440347,526.5416441,1054.6527261,23069342216,254,133,610
1.2847844072180506e-11,1624.0440347,526.5416441,1054.6527261,23069342216,254,133,610
1.2928131602917064e-11,1624.0440347,526.5416441,1054.6527261,23069342216,254,133,610
1.1445476332870897e-11,1624.0440347,526.5416441,1054.6527261,23069342216,254,133,610
1.1518167917313638e-11,1624.0440347,526.5416441,1054.6527261,23069342216,254,133,610
1.153532446549409e-11,1624.0440347,526.5416441,1054.6527261,23069342216,254,133,610
1.1396850307304234e-11,1624.0440347,526.5416441,1054.6527261,23069342216,254,133,610
1.144663053656642e-11,1624.0440347,526.5416441,1054.6527261,23069342216,254,133,610
1.1434005297706963e-11,1624.0440347,526.5416441,1054.6527261,23069342216,254,133,610
1.1373201727062855e-11,1624.0440347,526.5416441,1054.6527261,23069342216,254,133,610
1.1358341999960535e-11,1624.0440347,526.5416441,1054.6527261,23069342216,254,133,610
1.135928557651812e-11,1624.0440347,526.5416441,1054.6527261,23069342216,254,133,610
1.1246313801249991e-11,1624.0440347,526.5416441,1054.6527261,23069342216,254,133,610
1.1323534615606565e-11,1624.0440347,526.5416441,1054.6527261,23069342216,254,133,610
1.1313088062797817e-11,1624.0440347,526.5416441,1054.6527261,23069342216,254,133,610
1.140098571710115e-11,1624.0440347,526.5416441,1054.6527261,23069342216,254,133,610
1.126852374380088e-11,1624.0440347,526.5416441,1054.6527261,23069342216,254,133,610
1.1139670191802946e-11,1624.0440347,526.5416441,1054.6527261,23069342216,254,133,610
1.0420896487873148e-11,1624.0440347,526.5416441,1054.6527261,23069342216,254,133,610
1.0120351419243007e-11,1624.0440347,526.5416441,1054.6527261,23069342216,254,133,610
1.0036221214526484e-11,1624.0440347,526.5416441,1054.6527261,23069342216,254,133,610
1.0163170663872153e-11,1624.0440347,526.5416441,1054.6527261,23069342216,254,133,610
9.803779966980372e-12,1624.0440347,526.5416441,1054.6527261,23069342216,254,133,610
9.788537652478996e-12,1624.0440347,526.5416441,1054.6527261,23069342216,254,133,610
9.704716266838936e-12,1624.0440347,526.5416441,1054.6527261,23069342216,254,133,610
9.83217123485007e-12,1624.0440347,526.5416441,1054.6527261,23069342216,254,133,610
9.27727040980746e-12,1624.0440347,526.5416441,1054.6527261,23069342216,254,133,610
9.348623392082098e-12,1624.0440347,526.5416441,1054.6527261,23069342216,254,133,610
9.272899340564364e-12,1624.0440347,526.5416441,1054.6527261,23069342216,254,133,610
9.259664694939741e-12,1624.0440347,526.5416441,1054.6527261,23069342216,254,133,610
9.309546007744473e-12,1624.0440347,526.5416441,1054.6527261,23069342216,254,133,610
9.005395802293065e-12,1624.0440347,526.5416441,1054.6527261,23069342216,254,133,610
9.087559613995915e-12,1624.0440347,526.5416441,1054.6527261,23069342216,254,133,610
8.687940014432758e-12,1624.0440347,526.5416441,1054.6527261,23069342216,254,133,610
8.768687522237916e-12,1624.0440347,526.5416441,1054.6527261,23069342216,254,133,610
8.69312239594144e-12,1624.0440347,526.5416441,1054.6527261,23069342216,254,133,610
