Volumes,elapsed,HP,sampling,memory
4.4610339621409785e-9,781.8947103,549.4521491,178.0510771,21487484112
2.6061671737325126e-9,781.8947103,549.4521491,178.0510771,21487484112
1.2139116703094015e-9,781.8947103,549.4521491,178.0510771,21487484112
8.744413523799635e-10,781.8947103,549.4521491,178.0510771,21487484112
8.213644743648792e-10,781.8947103,549.4521491,178.0510771,21487484112
7.476665592105692e-10,781.8947103,549.4521491,178.0510771,21487484112
6.80318020894151e-10,781.8947103,549.4521491,178.0510771,21487484112
6.827977987316892e-10,781.8947103,549.4521491,178.0510771,21487484112
5.47521270763619e-10,781.8947103,549.4521491,178.0510771,21487484112
5.526250258011675e-10,781.8947103,549.4521491,178.0510771,21487484112
5.365617876877634e-10,781.8947103,549.4521491,178.0510771,21487484112
3.769770420812414e-10,781.8947103,549.4521491,178.0510771,21487484112
3.5726850817748653e-10,781.8947103,549.4521491,178.0510771,21487484112
3.3667176671917614e-10,781.8947103,549.4521491,178.0510771,21487484112
3.3290208967419885e-10,781.8947103,549.4521491,178.0510771,21487484112
2.882358426277191e-10,781.8947103,549.4521491,178.0510771,21487484112
2.844625370995182e-10,781.8947103,549.4521491,178.0510771,21487484112
2.6660615269357763e-10,781.8947103,549.4521491,178.0510771,21487484112
2.6550996143377715e-10,781.8947103,549.4521491,178.0510771,21487484112
2.6050446256099465e-10,781.8947103,549.4521491,178.0510771,21487484112
2.522971884567687e-10,781.8947103,549.4521491,178.0510771,21487484112
2.4724014192480836e-10,781.8947103,549.4521491,178.0510771,21487484112
2.4722183371894136e-10,781.8947103,549.4521491,178.0510771,21487484112
2.4816717847803124e-10,781.8947103,549.4521491,178.0510771,21487484112
2.4558504597638846e-10,781.8947103,549.4521491,178.0510771,21487484112
2.4288782530359897e-10,781.8947103,549.4521491,178.0510771,21487484112
2.4263148748074543e-10,781.8947103,549.4521491,178.0510771,21487484112
2.4276674998123456e-10,781.8947103,549.4521491,178.0510771,21487484112
2.4257738268059646e-10,781.8947103,549.4521491,178.0510771,21487484112
2.4026010250766626e-10,781.8947103,549.4521491,178.0510771,21487484112
2.4338896698822855e-10,781.8947103,549.4521491,178.0510771,21487484112
2.439811605405695e-10,781.8947103,549.4521491,178.0510771,21487484112
2.2148997394780193e-10,781.8947103,549.4521491,178.0510771,21487484112
2.2299075832673945e-10,781.8947103,549.4521491,178.0510771,21487484112
2.2178812042116787e-10,781.8947103,549.4521491,178.0510771,21487484112
2.2631613298537864e-10,781.8947103,549.4521491,178.0510771,21487484112
2.1232280987572418e-10,781.8947103,549.4521491,178.0510771,21487484112
6.195861182237374e-10,781.8947103,549.4521491,178.0510771,21487484112
2.1063161997959243e-10,781.8947103,549.4521491,178.0510771,21487484112
2.1185544961686912e-10,781.8947103,549.4521491,178.0510771,21487484112
2.1259464227299286e-10,781.8947103,549.4521491,178.0510771,21487484112
2.1058269131299669e-10,781.8947103,549.4521491,178.0510771,21487484112
2.1118157579096525e-10,781.8947103,549.4521491,178.0510771,21487484112
2.1211306681229822e-10,781.8947103,549.4521491,178.0510771,21487484112
2.1286300363264118e-10,781.8947103,549.4521491,178.0510771,21487484112
2.100178851123384e-10,781.8947103,549.4521491,178.0510771,21487484112
2.1172273390455404e-10,781.8947103,549.4521491,178.0510771,21487484112
2.1015193759301684e-10,781.8947103,549.4521491,178.0510771,21487484112
2.10506020365863e-10,781.8947103,549.4521491,178.0510771,21487484112
2.1158553546336117e-10,781.8947103,549.4521491,178.0510771,21487484112
