PG2,PG3,PG4,PG5,PG6,VM8,VM1,VM11,VM2,VM13,VM5,PD1,PD2,PD3,PD4,PD5,PD6,PD7,PD8,PD9,PD10,PD11,PD12,PD13,PD14,PD15,PD16,PD17,PD18,PD19,PD20,PD21,Feas
0.23486712051721417,0.20465936588374972,0.12212078400606234,0.11582140600088074,0.14656309968336412,1.0105724831906715,1.0499999371153765,1.0028047620833511,1.0331038050251045,1.0139177717921466,1.0091524523781268,0.1738653981637213,0.023268823874471496,0.06375155737319353,0.7656460131722852,0.18821999502430548,0.24110092164101143,0.05218077555218402,0.09025544209552328,0.05940878712125532,0.07190526722843157,0.03222883027803021,0.07716005250571978,0.026031882312646706,0.084522374373084,0.021613105617056393,0.14945762279125036,0.02698681262922818,0.07427266422724671,0.03230955564501354,0.019526744057093075,0.091769031167968,1.0
0.2356723401889046,0.2108593605213194,0.12031519295154634,0.11702675166788001,0.1487753711445626,1.0107462919563102,1.0499999400453535,1.0033968579328016,1.0331628048674586,1.0139012636117557,1.0092123317307788,0.17505873083989737,0.022154443496839163,0.06506343988949541,0.7648065507526591,0.18486381640757069,0.24052964426314627,0.04927247621450103,0.08967965249684082,0.06100899474823346,0.06770961798805132,0.029771634821530023,0.07854639896539414,0.02607834615937788,0.08649781989704618,0.01973472470827345,0.15261278297586528,0.026168253589870405,0.07465768060066105,0.03337162230823654,0.021053528144305975,0.08943343889801136,1.0
0.2362932315430474,0.20481265075031865,0.12171455009712716,0.11664727518628311,0.14700488469240122,1.010678419218539,1.0499999388135055,1.0022484350493748,1.0331339220875178,1.0131992745220142,1.0093004870391111,0.17740859306124804,0.021938788664684808,0.06316554563783246,0.7640468907775614,0.18395027981781048,0.24079654116204238,0.050261051071723115,0.09205871762230662,0.0611563279884991,0.06908813661228176,0.02872104614903915,0.07642283100987006,0.025949154342522613,0.0872085673901621,0.021672460710054797,0.15357921300166766,0.028813130675691374,0.07528890812279423,0.0311186215858786,0.01967115781836589,0.08858645000518592,1.0
0.24454001273724268,0.21097180053257175,0.11822264638628709,0.12424585447678045,0.1443468174124372,1.0207564507197886,1.049999988933606,1.0460402542775995,1.0371584104585345,1.0438158849882475,1.0172981457252164,0.1827732414067689,0.021074428175731897,0.061816137895709895,0.7690391372543751,0.18757043552213323,0.24139341239281764,0.05358328473968225,0.09506833109088188,0.056983837571862525,0.0663065078456828,0.03208149726492965,0.07420187436585597,0.030321828235015346,0.09265264763918965,0.02032177774194288,0.14824824833853012,0.03143605338264533,0.07217701251841774,0.030021275958197695,0.022841590401598395,0.0934611594721279,1.0
0.24821336723285045,0.2059014675613403,0.1181981591297175,0.12564330345186253,0.14924262976667307,1.0196277192379242,1.049999987109496,1.0407982482189981,1.0367189258991618,1.0406383726632917,1.0162816451343952,0.18327738237205127,0.02368515126040944,0.06117473769623292,0.7669577786455788,0.18737893191009258,0.2403706299364674,0.053091895992448714,0.09257565040045984,0.060559467387383555,0.07161103795593703,0.03170876819009435,0.07249008522513176,0.029795374739637424,0.0915491341513753,0.01819434503215034,0.1462421158145204,0.03033735504725773,0.07877838261556604,0.028124280812318683,0.01961125278767231,0.09453872594059982,1.0
0.24528421114848165,0.20889900272062623,0.12292242715875183,0.11673249922140477,0.14367627491148566,1.0209137987636245,1.0499999894614047,1.049941905554884,1.0373229419917203,1.0436448602143553,1.0179247146691717,0.18241271174953952,0.02250098716010626,0.06382752671880587,0.7792691913078589,0.1870366040213033,0.25436463520542923,0.04949200970224275,0.09205994746306922,0.05463706037806433,0.07243914619573356,0.03481538110568081,0.0744057721033267,0.030443491865491515,0.0945427405988519,0.019817478031755483,0.1566710752816625,0.030703644432145002,0.08698850822812655,0.03447496908650013,0.02297142087066873,0.09489183180619681,1.0
0.24445049119202547,0.20958120533699642,0.12175758751337128,0.11727585350149596,0.14376690881222362,1.020910233924276,1.0499999894552827,1.0499799583394802,1.0373256388128809,1.0436935955827626,1.017925455824958,0.18082143971681425,0.022426616290956967,0.06459842667431773,0.7799265141443459,0.1853736355442365,0.2525542795151623,0.051400544840079686,0.09234336918185158,0.05528916398241635,0.07296566988475207,0.03439246286941453,0.07549649431258085,0.03069127375906997,0.09356875712010305,0.020917803086882975,0.1565771058084811,0.030401273023555452,0.08551286579626616,0.0345359892108875,0.02306071155085859,0.09486944269355092,1.0
0.2507810458451176,0.2174411416063451,0.12040276049512028,0.11816725154717994,0.1442082875415224,1.0208592470542912,1.0499999894109044,1.0476557181177812,1.037327179121107,1.0443096958763487,1.017814064944655,0.18321766978264736,0.02306762226953051,0.06173133830287943,0.7991851776491685,0.18772437046219514,0.24929706135241814,0.05307832556405496,0.10090201723501746,0.05560980691506663,0.07421739196647531,0.029721713046057176,0.0792974488661736,0.030680283095683936,0.08521146360035321,0.017836356014296662,0.149233516152488,0.02580567123102661,0.08249179153000263,0.030325909173731735,0.019732067453783107,0.09861248589526439,1.0
0.2510040743305453,0.21451881442758786,0.1195874820994355,0.11837322006719317,0.14207482053278125,1.0208138567951088,1.049999989400802,1.0470648949602732,1.037327478077489,1.0442113822151946,1.0178051788645237,0.1827994119292575,0.022731694712333394,0.06151202918888519,0.7994198607861162,0.18618982573012097,0.2509281576581448,0.05172596691659476,0.09995379708650427,0.05536964163294586,0.07574048973544309,0.02966765475359495,0.07825507059838564,0.029203437258322997,0.08468362132713868,0.018889979258510017,0.14924516411367028,0.025958133256011234,0.08175396195865713,0.02892600708077191,0.019880917696736042,0.09840565906073595,1.0
0.24678390245319035,0.21084922536572095,0.11852703121292672,0.11637560111303387,0.13989753835173915,1.0207215580919309,1.0499999893481247,1.0461100799381537,1.0373019651151423,1.043264449824997,1.0178935669102276,0.18110606253876632,0.01932976400501756,0.0646521503991107,0.7900196559782261,0.18907107653426272,0.25360214209265713,0.04994228091168349,0.09554829203463397,0.05690715418948635,0.07344725655330678,0.031284934291023136,0.07570218284205399,0.03001735814491485,0.07750748363159331,0.018674306668259113,0.15021572897894342,0.028337614836227595,0.08659087857133325,0.030194247715012387,0.019561865221475388,0.10093641864759453,1.0
0.24733463954591398,0.21318366207186443,0.11920356544096994,0.11660050677511007,0.13969889362524496,1.0209391182640564,1.0499999895032779,1.0460187440689162,1.0373429242986134,1.0437614548860836,1.017777053362087,0.17999763957726284,0.02146732230247222,0.06273426231410142,0.787368521758786,0.18745437956710168,0.25004177018644963,0.04671297507781554,0.09546318230425073,0.05878055334844277,0.07254649434986284,0.02907305535303598,0.07288836878837227,0.030147597175025524,0.08100448778913302,0.019954133764718326,0.15000915222814046,0.02755378205085995,0.08469026581543351,0.033129192468711974,0.020578630564699774,0.10186650299959246,1.0
0.24290070816898077,0.2063133866508698,0.11730006401756132,0.11598943545600575,0.13923938276789738,1.0207934837864712,1.0500000094532789,1.0451988953323443,1.0372674053364594,1.0431075131738494,1.0179585303501102,0.18249647991857978,0.021724101298418386,0.06603066708898246,0.788753543866787,0.18795590970016474,0.25148053581250196,0.04817835028967211,0.09414278896380207,0.06098076439067952,0.07406554238136766,0.029609074980439694,0.07479020821805395,0.029923700401552344,0.08359591534005735,0.020278796538610904,0.14621623129924327,0.028414910617657954,0.08487486460098838,0.034216165214994515,0.022223458031682713,0.10274918247969364,1.0
0.25210139865428427,0.20977195243778712,0.11545855920917113,0.11946363250676709,0.15593778438881803,1.0207103195944895,1.049999989409343,1.0446480565256135,1.0373255792265632,1.0439174283737462,1.0178282585641645,0.18355928204474659,0.023009995683182603,0.06668916571198778,0.7928616135153046,0.191836837954939,0.25352795249295024,0.049606249049360306,0.09444682368464519,0.06093465787236001,0.07892756873852887,0.032994583138168374,0.07830249502977236,0.02745200522236471,0.08036830806024696,0.018359499207200303,0.14108317781728932,0.026952101326801113,0.08417411444398645,0.03125575447782393,0.01941928021259762,0.09767374367558819,1.0
0.2501763022000441,0.21427214606177114,0.1258950209752738,0.12672320192266592,0.1605776685067664,1.0209549744272557,1.049999989593164,1.0464500289080836,1.0373616999456108,1.0452296314067075,1.0177424522399265,0.18315439904169462,0.023497802368158374,0.0618300355304601,0.7941829434541825,0.18792569645084084,0.26265343557862764,0.048498719696491055,0.10119804213054069,0.0561792061624807,0.08161967412728173,0.034156994070910385,0.0807989427247621,0.027972645276397614,0.07669393737167716,0.019263845046286605,0.14205908779508242,0.02827037846710996,0.08274850330860323,0.033017169983929014,0.023199159378725534,0.09971481544548468,1.0
0.25313323209973215,0.212242713579838,0.12649788583729046,0.1275527807554708,0.17219146701355925,1.0151489412563308,1.0499999770309714,1.0215504888344802,1.0351378036592334,1.0285619476450283,1.0131540537355135,0.18287186321275414,0.02303072909252158,0.06581724429075043,0.7920318606351678,0.18282084455493042,0.2723004453932355,0.049464006336976445,0.10466257803453628,0.05030691250360342,0.08154217697126424,0.03140478877605863,0.07752618293244046,0.029773014104708825,0.08271792727710557,0.019077987823727747,0.14629717346764545,0.03153370070141127,0.07823878062407665,0.03292659475450394,0.019227612289394506,0.09318431010505177,1.0
0.2520838995499446,0.2055374772124975,0.11611982621563641,0.14014191684144597,0.16592552632508847,1.0206746640432898,1.0500000094627226,1.0461729279240437,1.0373146111486173,1.044041202876843,1.0177688341412234,0.1871359804535302,0.023455811916969705,0.06582779533943724,0.7749902593241215,0.18479643267455795,0.266396373611735,0.046931806626655866,0.10164959783041537,0.0498694616065681,0.08120466760653854,0.03466040007030461,0.08039621059703739,0.02950407108827767,0.0768823745013814,0.01903993322262745,0.15260936122781874,0.027583288125828487,0.07571518683491785,0.03347217958635685,0.02043937160070817,0.09895846051430407,1.0
0.24697998677759053,0.21226271563385424,0.13643378804078896,0.13600656770681524,0.16064283870717078,1.021101228664834,1.049999989406599,1.0473128204102653,1.0372842078820501,1.0450858937853496,1.0177972116938094,0.18898202160538874,0.02018282921162046,0.07080435102324785,0.7766695788902569,0.19412458161475485,0.2626633767942388,0.05361751750879037,0.10536871366542841,0.06007842611415019,0.07830352263423056,0.030092750591678107,0.07420732543826675,0.03064064472785243,0.07822275468443458,0.021770378885281515,0.1482488791741584,0.025773389360984115,0.08487502968333115,0.03408355433732603,0.021170324463448624,0.09701896648115821,1.0
0.24701727967819312,0.20879914461610422,0.1385172151963782,0.13131701487505973,0.15316061477386494,1.0159587243458335,1.04999997812488,1.026464265183671,1.0352517403151407,1.0304947992847946,1.0139096131835883,0.1910333458503809,0.020030470816867728,0.07130567852749872,0.7733150436251682,0.19686685976644258,0.2609812182003992,0.05699083150615921,0.10608215477750085,0.05717758673091552,0.07988636361582509,0.030706588944145477,0.08100634148891118,0.02984108382693036,0.07887900757098845,0.02095449349550433,0.14834556612051344,0.027181125090602786,0.07556933354466229,0.030441470676355428,0.02274044923811418,0.09201958438165876,1.0
