Volumes;elapsed;HP;sampling;memory;init_feas;pvpq_feas;correct_feas
0.007517254592724083;4178.5765926;1715.8260287;477.7148153;164423519936;0;0;1000
0.002157430668273123;4178.5765926;1715.8260287;477.7148153;164423519936;0;0;1000
0.0019467139358317583;4178.5765926;1715.8260287;477.7148153;164423519936;0;0;1000
0.001224167314302634;4178.5765926;1715.8260287;477.7148153;164423519936;0;0;1000
0.001097656713574059;4178.5765926;1715.8260287;477.7148153;164423519936;0;0;1000
0.0011155250902671883;4178.5765926;1715.8260287;477.7148153;164423519936;0;0;1000
0.001105791995540719;4178.5765926;1715.8260287;477.7148153;164423519936;0;0;1000
0.0003076646999792068;4178.5765926;1715.8260287;477.7148153;164423519936;0;0;1000
0.0002696958553266455;4178.5765926;1715.8260287;477.7148153;164423519936;0;0;1000
0.00026712032142959705;4178.5765926;1715.8260287;477.7148153;164423519936;0;0;1000
0.0002643669711465012;4178.5765926;1715.8260287;477.7148153;164423519936;0;0;1000
0.0003524649786788842;4178.5765926;1715.8260287;477.7148153;164423519936;0;0;1000
0.0002612432722298838;4178.5765926;1715.8260287;477.7148153;164423519936;0;0;1000
0.00019978856632014698;4178.5765926;1715.8260287;477.7148153;164423519936;0;0;1000
0.00014478557181125793;4178.5765926;1715.8260287;477.7148153;164423519936;0;0;1000
0.0001395874019199375;4178.5765926;1715.8260287;477.7148153;164423519936;0;0;1000
0.00014081961439974607;4178.5765926;1715.8260287;477.7148153;164423519936;0;0;1000
0.00014410062598067122;4178.5765926;1715.8260287;477.7148153;164423519936;0;0;1000
0.0001438248988688184;4178.5765926;1715.8260287;477.7148153;164423519936;0;0;1000
0.000140385323371822;4178.5765926;1715.8260287;477.7148153;164423519936;0;0;1000
0.00014456803227148207;4178.5765926;1715.8260287;477.7148153;164423519936;0;0;1000
0.00013917849415512052;4178.5765926;1715.8260287;477.7148153;164423519936;0;0;1000
0.00014055862255906365;4178.5765926;1715.8260287;477.7148153;164423519936;0;0;1000
0.00013918272619711143;4178.5765926;1715.8260287;477.7148153;164423519936;0;0;1000
0.00014066439629678912;4178.5765926;1715.8260287;477.7148153;164423519936;0;0;1000
0.00013618331772891136;4178.5765926;1715.8260287;477.7148153;164423519936;0;0;1000
0.00011748507802929955;4178.5765926;1715.8260287;477.7148153;164423519936;0;0;1000
0.0001198850108428977;4178.5765926;1715.8260287;477.7148153;164423519936;0;0;1000
0.00011778791118416252;4178.5765926;1715.8260287;477.7148153;164423519936;0;0;1000
0.00012084279771720683;4178.5765926;1715.8260287;477.7148153;164423519936;0;0;1000
7.971281451047511e-5;4178.5765926;1715.8260287;477.7148153;164423519936;0;0;1000
7.985325129170618e-5;4178.5765926;1715.8260287;477.7148153;164423519936;0;0;1000
7.752975959037566e-5;4178.5765926;1715.8260287;477.7148153;164423519936;0;0;1000
7.858224813300451e-5;4178.5765926;1715.8260287;477.7148153;164423519936;0;0;1000
5.618191751905156e-5;4178.5765926;1715.8260287;477.7148153;164423519936;0;0;1000
4.337560222238687e-5;4178.5765926;1715.8260287;477.7148153;164423519936;0;0;1000
4.419302843450964e-5;4178.5765926;1715.8260287;477.7148153;164423519936;0;0;1000
4.375884203172177e-5;4178.5765926;1715.8260287;477.7148153;164423519936;0;0;1000
4.3364144011638674e-5;4178.5765926;1715.8260287;477.7148153;164423519936;0;0;1000
4.336233691558699e-5;4178.5765926;1715.8260287;477.7148153;164423519936;0;0;1000
4.405243865425564e-5;4178.5765926;1715.8260287;477.7148153;164423519936;0;0;1000
4.2286900088528634e-5;4178.5765926;1715.8260287;477.7148153;164423519936;0;0;1000
4.363281435299745e-5;4178.5765926;1715.8260287;477.7148153;164423519936;0;0;1000
4.438528221284292e-5;4178.5765926;1715.8260287;477.7148153;164423519936;0;0;1000
4.40127875485763e-5;4178.5765926;1715.8260287;477.7148153;164423519936;0;0;1000
4.313905084970974e-5;4178.5765926;1715.8260287;477.7148153;164423519936;0;0;1000
4.1906349422007186e-5;4178.5765926;1715.8260287;477.7148153;164423519936;0;0;1000
4.2445666071015255e-5;4178.5765926;1715.8260287;477.7148153;164423519936;0;0;1000
4.3208018775300884e-5;4178.5765926;1715.8260287;477.7148153;164423519936;0;0;1000
4.348119154384572e-5;4178.5765926;1715.8260287;477.7148153;164423519936;0;0;1000
