PG1,PG3,PG4,PG5,PG6,PG7,PG8,PG9,PG10,VM37,VM33,VM30,VM34,VM31,VM35,VM36,VM39,VM38,VM32,PD1,PD2,PD3,PD4,PD5,PD6,PD7,PD8,PD9,PD10,PD11,PD12,PD13,PD14,PD15,PD16,PD17,PD18,PD19,PD20,PD21,N0,flow_viol,over_volt,under_volt,N1,damping,distance
4.010798813926489,4.066568914616557,4.535950311533185,3.804722224119647,4.522057950078766,4.334564360143485,3.1835357150469497,6.226430550872182,9.837605645283112,1.0113836548192183,0.9721707439055907,1.0330875439202025,0.9732538636882481,0.957235282510685,0.9715531260887231,1.007838173529342,0.9865549346041234,0.9607505107726554,0.9795055863684939,0.7808,2.5760000000000005,4.0,1.8704,4.176,0.052000000000000005,0.06824,2.5600000000000005,2.632,1.2640000000000002,5.44,2.192,1.9800000000000002,2.4688000000000003,1.7920000000000003,1.1119999999999999,2.248,1.6480000000000001,2.2680000000000002,0.0736,8.831999999999999,1.0,0.0,0.0,0.0,1,0.06288816093723522,-0.1
3.606000499835212e-8,7.2500000537590905,4.753756069906738,5.079999959564682,6.8700000381950685,5.800000024120549,5.640000041394371,1.1079321290337175e-8,8.633701704148706,0.9837945311584939,0.9399999906350066,1.060000010157296,0.9654794796487591,0.9708529955512389,1.0050326441174375,0.9672354669765219,0.9476542092610368,0.9399999910828598,0.939999990652986,0.7808,2.5760000000000005,4.0,1.8704,4.176,0.052000000000000005,0.06824,2.5600000000000005,2.632,1.2640000000000002,5.44,2.192,1.9800000000000002,2.4688000000000003,1.7920000000000003,1.1119999999999999,2.248,1.6480000000000001,2.2680000000000002,0.0736,8.831999999999999,1.0,0.0,0.0,0.0,1,0.04717620186648316,-0.1
1.5088443642164628,3.2364697503886194e-9,6.520000004337608,4.974370869114692,4.098041368013132e-9,5.80000003808608,5.640000044542618,8.650000079243082,11.000000084927546,0.9935140076783087,0.939999990424548,1.0147045047393761,0.9662431828278104,0.9399999902509202,0.9406934337891257,1.0446314141988569,1.0600000103575542,0.9399999910953076,0.9631071264211722,0.7808,2.5760000000000005,4.0,1.8704,4.176,0.052000000000000005,0.06824,2.5600000000000005,2.632,1.2640000000000002,5.44,2.192,1.9800000000000002,2.4688000000000003,1.7920000000000003,1.1119999999999999,2.248,1.6480000000000001,2.2680000000000002,0.0736,8.831999999999999,1.0,0.0,0.0,0.0,1,0.033396302778995204,-0.1
8.89044434403232,6.943425161500152,6.520000024233732,4.395192224775352,6.870000042267819,5.7999999982931305,0.2599196132395116,1.6643420805636555e-8,10.932455225427853,1.0600000103817082,0.9400008579719341,1.0468643041177552,0.9774358830019656,0.939999990181929,1.033445397598659,0.9988864250275538,1.0503195950640045,0.9399999905081906,1.0067641993291363,0.7808,2.5760000000000005,4.0,1.8704,4.176,0.052000000000000005,0.06824,2.5600000000000005,2.632,1.2640000000000002,5.44,2.192,1.9800000000000002,2.4688000000000003,1.7920000000000003,1.1119999999999999,2.248,1.6480000000000001,2.2680000000000002,0.0736,8.831999999999999,1.0,0.0,0.0,0.0,1,0.04760652954764427,-0.1
0.42156198022969665,2.900603984489297e-8,6.520000004565532,4.964704881243525,6.870000063178136,2.607465132586131e-9,5.640000048022229,8.650000081044682,11.00000009916853,1.0190532556599274,0.995070081267378,1.0370908482241505,0.9399999910978613,0.9399999902061575,0.955035973648215,1.0600000101789941,1.0600000104288694,0.9644282584212376,1.0251671196914067,0.7808,2.5760000000000005,4.0,1.8704,4.176,0.052000000000000005,0.06824,2.5600000000000005,2.632,1.2640000000000002,5.44,2.192,1.9800000000000002,2.4688000000000003,1.7920000000000003,1.1119999999999999,2.248,1.6480000000000001,2.2680000000000002,0.0736,8.831999999999999,1.0,0.0,0.0,0.0,1,0.037304538768291755,-0.1
8.890444348837306,7.25000005854289,-3.1948226823622904e-10,5.0800000327177885,4.526412904327444,5.800000030747739,1.5337515038697276,3.462309781097919e-8,11.000000092118409,1.0600000102801426,0.9399999966467383,1.033794883717309,0.9524778682031296,1.0019131900943758,1.050882318343127,1.0147321426740366,0.9881971338641599,0.9423735158210891,0.9616564459070042,0.7808,2.5760000000000005,4.0,1.8704,4.176,0.052000000000000005,0.06824,2.5600000000000005,2.632,1.2640000000000002,5.44,2.192,1.9800000000000002,2.4688000000000003,1.7920000000000003,1.1119999999999999,2.248,1.6480000000000001,2.2680000000000002,0.0736,8.831999999999999,1.0,0.0,0.0,0.0,1,0.030934742103042596,-0.1
0.7454534685351629,7.250000067606973,6.520000027154186,4.969818401409754,5.988269206993935e-9,5.800000049748808,5.640000050859607,8.650000082897286,11.000000099446451,1.0042569811968227,0.9399999902032864,1.0239350441286497,0.9758825162305316,0.9399999901150531,1.0537713107606002,1.0158927669732642,1.0600000104992842,0.9399999916780023,0.9485022949371793,0.7808,2.5760000000000005,4.0,1.8704,4.176,0.052000000000000005,0.06824,2.5600000000000005,2.632,1.2640000000000002,5.44,2.192,1.9800000000000002,2.4688000000000003,1.7920000000000003,1.1119999999999999,2.248,1.6480000000000001,2.2680000000000002,0.0736,8.831999999999999,1.0,0.0,0.0,0.0,1,0.026208930537090287,-0.1
5.686454867942273,1.1741611329292044e-9,6.520000047384076,4.979528139558308,6.870000060863684,3.274370917608856,5.640000017465643,-5.076393965203852e-9,11.000000069265777,1.0600000104920628,0.9439870501606639,1.0358922261858252,0.9734253675018202,1.0127901708012983,0.9399999901950394,1.0593127555913007,0.9903691711693561,0.9399999903504276,0.9866984669952241,0.7808,2.5760000000000005,4.0,1.8704,4.176,0.052000000000000005,0.06824,2.5600000000000005,2.632,1.2640000000000002,5.44,2.192,1.9800000000000002,2.4688000000000003,1.7920000000000003,1.1119999999999999,2.248,1.6480000000000001,2.2680000000000002,0.0736,8.831999999999999,1.0,0.0,0.0,0.0,1,0.052190887154143564,-0.1
2.339613533836875,7.250000067108618,-4.571274890941376e-9,3.680045641457643,6.87000005663311,5.0713076601359575,5.64000004875119,8.650000083905995,11.00000009490822,1.006710718627901,0.9954165944746612,1.01973010398045,0.9436661260469448,1.0146986083169471,0.9399999901196668,1.0540724475384002,0.969319988448578,1.046889017134678,0.9610568798491377,0.7808,2.5760000000000005,4.0,1.8704,4.176,0.052000000000000005,0.06824,2.5600000000000005,2.632,1.2640000000000002,5.44,2.192,1.9800000000000002,2.4688000000000003,1.7920000000000003,1.1119999999999999,2.248,1.6480000000000001,2.2680000000000002,0.0736,8.831999999999999,1.0,0.0,0.0,0.0,1,0.03176262784862191,-0.1
8.890444347954029,7.250000068906955,9.330371707252408e-9,2.0838390476797852,6.8700000641165255,5.800000053534367,4.49930909910447,8.6500000832222,0.20176027964418636,0.9830241154917241,0.990859774170171,0.9830818373908461,0.9399999901188314,0.9794116155519369,1.029129975858116,0.9940941655992528,1.0154723839257458,1.0504511291600636,0.9399999901556867,0.7808,2.5760000000000005,4.0,1.8704,4.176,0.052000000000000005,0.06824,2.5600000000000005,2.632,1.2640000000000002,5.44,2.192,1.9800000000000002,2.4688000000000003,1.7920000000000003,1.1119999999999999,2.248,1.6480000000000001,2.2680000000000002,0.0736,8.831999999999999,1.0,0.0,0.0,0.0,1,-0.032891594144354754,0.2255060641567947
