Volumes,elapsed,HP,sampling,memory,init_feas,pvpq_feas,correct_feas
6.109833707931818e-8,925.2530737,308.3974393,455.9344285,62134268008,0,31,969
2.1606318612093682e-8,925.2530737,308.3974393,455.9344285,62134268008,0,31,969
2.1041561581936516e-8,925.2530737,308.3974393,455.9344285,62134268008,0,31,969
1.9344763827144176e-8,925.2530737,308.3974393,455.9344285,62134268008,0,31,969
2.9330261972027967e-10,925.2530737,308.3974393,455.9344285,62134268008,0,31,969
2.898070460356854e-10,925.2530737,308.3974393,455.9344285,62134268008,0,31,969
2.938649171637969e-10,925.2530737,308.3974393,455.9344285,62134268008,0,31,969
3.304903446119876e-11,925.2530737,308.3974393,455.9344285,62134268008,0,31,969
3.3211121097782347e-11,925.2530737,308.3974393,455.9344285,62134268008,0,31,969
3.308993409299719e-11,925.2530737,308.3974393,455.9344285,62134268008,0,31,969
3.265995296136402e-11,925.2530737,308.3974393,455.9344285,62134268008,0,31,969
3.231748331254676e-11,925.2530737,308.3974393,455.9344285,62134268008,0,31,969
3.2658148815816085e-11,925.2530737,308.3974393,455.9344285,62134268008,0,31,969
3.206837330463556e-11,925.2530737,308.3974393,455.9344285,62134268008,0,31,969
3.2553434779488815e-11,925.2530737,308.3974393,455.9344285,62134268008,0,31,969
3.172692953829216e-11,925.2530737,308.3974393,455.9344285,62134268008,0,31,969
3.081407442251284e-11,925.2530737,308.3974393,455.9344285,62134268008,0,31,969
2.483583341392899e-11,925.2530737,308.3974393,455.9344285,62134268008,0,31,969
2.5257989959712018e-11,925.2530737,308.3974393,455.9344285,62134268008,0,31,969
2.495946367181459e-11,925.2530737,308.3974393,455.9344285,62134268008,0,31,969
2.432013654430031e-11,925.2530737,308.3974393,455.9344285,62134268008,0,31,969
2.415798046112886e-11,925.2530737,308.3974393,455.9344285,62134268008,0,31,969
2.4167850487771022e-11,925.2530737,308.3974393,455.9344285,62134268008,0,31,969
2.3837188729638642e-11,925.2530737,308.3974393,455.9344285,62134268008,0,31,969
2.430862559048945e-11,925.2530737,308.3974393,455.9344285,62134268008,0,31,969
2.4153057707200226e-11,925.2530737,308.3974393,455.9344285,62134268008,0,31,969
2.441411386248019e-11,925.2530737,308.3974393,455.9344285,62134268008,0,31,969
2.4056127102524984e-11,925.2530737,308.3974393,455.9344285,62134268008,0,31,969
2.4320036517111386e-11,925.2530737,308.3974393,455.9344285,62134268008,0,31,969
2.426174130360362e-11,925.2530737,308.3974393,455.9344285,62134268008,0,31,969
